,beta1,beta2,alpha
32214,1.6178379584268983,3.421553366913423,-0.4180511592621255
32215,-3.599475605065769,-1.281331893768161,0.44672400597962164
32216,-0.6476946399779865,-0.8160325836241995,1.0809027179517428
32217,1.9515572954987368,3.968031794748988,-0.153673790093183
32218,-4.75403197177453,-0.3210549298503107,0.3564038407053943
32219,-4.725591233782457,-2.9672506288621237,0.09813535047888029
32220,-1.652557928996052,0.12487817078816198,-1.3706478312785213
32221,-1.9656685250100432,-0.4799540167067613,-0.8965206996291909
32222,2.2293673480947955,2.032790602449709,-0.5199849425295546
32223,2.822451369161381,-1.3001860782311145,-0.25054053884628713
32224,-1.6289377753737742,0.6718838656434742,-0.44085699645414134
32225,-1.8421399259619566,-0.20843330476208455,-0.057691707685725076
32226,2.08168837097446,0.27683970061360375,-0.0012614488765472342
32227,-2.6538787227581557,-0.3091541895494589,1.2289774973583591
32228,-4.538599290076339,1.2572291120186445,-1.4488471868186141
32229,-1.5930311719353385,1.3230942827539132,0.4969902587916855
32230,3.797960198833974,-0.730688214929638,-0.2543298242565456
32231,-4.224667558727223,0.620406721423844,-0.7411768973443356
32232,-1.2899487016278108,1.0981242934321835,0.5327928420599758
32233,-0.6356542274699074,1.4604602902123673,0.40236754915983747
32234,-4.071411163821908,1.1201098010563832,-1.3354823903337643
32235,-1.7330562829707383,2.444003859537804,1.2622017713486802
32236,3.6495813761136144,-0.1289816154381353,0.0713613206869056
32237,-0.6642705500271688,0.7050690350811537,0.9306479212952125
32238,-4.38718857637456,-1.269750775750089,-0.4936540659813578
32239,-3.074568296068542,-1.2675482790123245,-0.012733458319444016
32240,-4.149391785537191,-3.1206657831043554,-0.48081449659721665
32241,-3.1503827358661876,-1.3843331984439242,1.1519469999231935
32242,2.503410819970428,2.0926787872915837,0.40588532783984127
32243,2.2558668602162415,2.83144921366327,0.9378209919839062
32244,-3.9333782073318084,-1.1900067336741824,0.33023421983051876
32245,3.8969197426505393,0.37741163234679725,0.5035160575060936
32246,-4.847876450694025,0.8088357167711011,-0.8696814487654745
32247,3.6063870776825544,0.7008734775850364,0.8957703795153272
32248,-0.3829376893842023,2.6206641024566237,-0.004076101371997204
32249,4.535252028784737,-0.5328364936964062,-0.134056955295435
32250,-1.6296254731500543,-0.853357445343232,1.2275533606002058
32251,-1.744747826766849,0.36077678088456194,-0.6165352280394324
32252,2.114532549075646,0.15334724632838198,-0.33615401777832166
32253,-3.200494299725009,0.18135243825179334,-0.07363512067290212
32254,-2.7781389902638365,-0.5948841936633465,0.5959975873350913
32255,-3.972137775331356,-0.26562700233204717,0.3035672643305426
32256,-3.345407602472331,-0.5121986442745846,0.5378667906557525
32257,-3.812444194377496,-0.5110994227255469,1.3049182732511353
32258,-0.14853646238531742,2.6862228267303254,1.1394161963209737
32259,-2.3905904697609346,1.909492628124308,0.41736003017703377
32260,-3.3460331920231874,-0.5937252926517799,0.8324189741616349
32261,4.254017577987996,-1.5522280697827877,0.3106205922005506
32262,-5.193750499280826,1.9579978660733626,-1.5936780338352905
32263,1.2637918309563665,-0.07431120497842791,0.41731632993747686
32264,3.3802137479525527,0.38940967115049197,0.23394373574803376
32265,-0.9139270861246218,4.96303465353246,-0.8186666920050987
32266,-1.5756138800038513,4.240597065268738,-0.23706035436292405
32267,-1.1096373992194457,-0.8271783601411327,1.0809955398499222
32268,3.7209193563306475,-3.1907389660961742,-1.6995441150960138
32269,-2.7717133555445974,2.738898961902934,0.0988509479464434
32270,2.228507261651661,2.98743218444748,0.333959321966541
32271,-4.770955023104562,-1.1476181932818303,0.978777614128285
32272,3.529017623478715,-3.2488813225562048,-1.5322586958585536
32273,3.269331289777633,-3.723172285489841,-0.38234492331150954
32274,0.5826592429626333,0.7831380172989886,-0.2866997373295588
32275,3.1335850388902045,2.211469133788595,0.8760614712637111
32276,-3.2400593179926243,-0.9198848450834306,-0.22305616921645785
32277,1.6880515100211413,-1.5767631370523587,-0.8076928099815952
32278,0.19590319669467535,1.683433727501453,0.7158896868345966
32279,2.1279296519281,-0.1823509671725937,-0.40159607244648565
32280,-3.063309879573349,-0.3267314922498816,0.45116692236504247
32281,-2.532326819696591,-1.0213046902108016,-0.02440790265367367
32282,-1.2377641721897885,-0.24025250902498005,0.9251399384761536
32283,-0.2242887774086919,-1.1577341326701425,-0.20176973475680987
32284,-1.7732293044240512,-0.09536754616529769,0.5740691091150212
32285,1.8306372486948235,-0.2591526442819526,-0.4162852129888322
32286,0.7022934798505148,0.037891504170498407,0.197039533215991
32287,1.9811975262274923,0.5455808542630788,0.15473614384874274
32288,-2.0737759185234674,-0.20120241110689233,0.08687666031926629
