,age,gender,pref_party,position,representative
122880,48,m,SP,2,False
123404,21,m,SVP,7,True
123514,49,m,FDP,5,False
123749,34,f,SP,1,False
123762,45,m,GLP,5,False
123819,55,m,Mitte,4,False
123841,81,m,FDP,5,False
124064,43,f,SVP,7,True
124261,52,m,Keine,3,False
124397,40,m,GLP,3,False
125056,33,m,GLP,3,False
125346,73,m,Mitte,3,True
125392,45,f,GLP,2,True
125709,31,m,Grüne,1,False
126134, , ,Grüne,1,True
126171,47,m,FDP,5,False
126186,38,m,FDP,5,False
126619,32,m,SP,1,False
126744,41,f,Keine,4,False
126757,49,m,GLP,3,False
126855, , ,SVP,6,True
126978,50,f,Keine,3,False
127039,35,f,Keine,4,False
127296,18,m,Keine,4,False
127474,42,m,GLP,3,False
127744,50,m,GLP,3,False
127862,31,m,Keine, ,False
127888,50,m,Grüne,2,False
128137,42,m,Grüne,3,False
128365,57,m,Keine,2,False
128498,29,m,SP,2,False
129121,20,f,Grüne,5,False
129275,73,m,Keine,4,False
129480,66,m,SVP,5,True
129534,29,f,Grüne, ,False
129665,40,m,GLP,3,True
129749,63,m,SVP,6,True
129946,42,m,FDP,6,False
129962,51,f,FDP, ,False
130096,29,x,SP,1,True
130109,29,m,Grüne,2,False
130119,33,f,Mitte,2,False
130161,29,m,FDP, ,True
130182,30,f,SP,1,True
130192,58,m,GLP,5,False
130277, , ,FDP,5,False
130356,32,m,GLP,4,False
130583,27,m,SP,1,False
130763,33,m,SP,1,False
130977,65,m,Keine,4,False
131243,53,f,FDP,5,False
131445,59,m,Keine, ,False
131644,37,m,SP,1,False
131700, , ,Keine,3,False
131753,52,m,FDP,6,False
131757,27,m,Keine,5,False
132127,43,f,GLP,3,False
132646,18,m,GLP,3,False
132693,24,m,Grüne,2,True
132771,66,m,GLP,3,False
132988,37,f,SP,1,True
133000, , ,SP,1,False
133098,56,m,FDP,5,False
133144,32,f,SP,2,True
133227,36,m,SVP,5,True
133309,39,m,SP,3,False
133349, , ,SP,2,False
133616,50,m,Keine,5,False
133769,40,f,Grüne,3,False
134022,32,f,Grüne,2,False
134143,35,m,EVP,5,False
134179,42,f,GLP,2,False
134367,48,m,FDP,5,False
134811, , ,Mitte,4,False
134861,26,m,GLP,3,True
135110,82,m,GLP,3,False
135456,67,m,SP,2,False
135517,26,m,SP,2,False
135685,53,m,Mitte,4,False
135738,32,f,Grüne,1,False
135822,72,m,FDP,4,False
135887,40,m,SP,7,True
135921,30,m,FDP,4,False
136330,27, ,SP,2,False
136363,61,m,GLP,3,False
136444,67,f,Mitte,4,False
136556,55,f,Grüne,3,False
136749,57,f,Keine,4,False
136807,28,f,SP,1,False
136843,57,f,Keine,3,False
136920,22,m,Keine,5,False
137239,54,f,FDP,6,False
137303,27,m,EDU,6,True
137370,37,m,Keine,5,False
137732, ,f,SP,1,False
137740,46,none,GLP,3,False
137933,58,m,FDP,5,False
138155,69,m,Keine,3,False
138160,23,m,GLP,3,False
138400,35,m,SP,3,False
138803,45,f,GLP,3,True
139042,23,m,SP,1,True
139175,62,f,SP,2,False
139251, , ,GLP,3,False
139273,39,m,FDP,5,True
139382, , ,SP,3,False
139390,54,m,Grüne,1,False
139448,44,m,FDP,7,False
139581,56,m,Keine,4,False
140053,34, ,Keine, ,False
140086,50,m,GLP,3,False
140119,36,f,SP,1,False
140179,23,m,SP,2,False
140288,56,m,EVP,2,True
140314,16,m,SP,1,False
140392,30,m,Keine, ,False
140418,60,f,GLP,3,False
140560,35,m,FDP,5,False
140671,18,m,Keine,5,False
140762,46,m,SVP,4,True
140806,59,f,AL,3,False
140839,51,m,GLP,5,True
140898,32,m,SVP,6,True
140931,21,m,SP,2,False
140934,26,f,Keine,2,False
141041,59,m,SVP,6,True
141057,34,f,Grüne,1,False
141063,37,m,SP,1,False
141092,28,m,AL,3,False
141094,23,f,Grüne,1,False
141224,53,f,GLP,4,False
141227,61,m,GLP,3,True
141345,53,m,GLP,3,False
141347,51,m,FDP,4,False
141512,31,m,Keine,1,False
141679,31,f,SP,1,False
141776,69,m,GLP,4,False
141830,53,m,AL,2,False
141845,34,m,GLP,3,False
141858,49,f,GLP,2,True
141929,53,m,Mitte,4,True
142029,24,m,Keine, ,False
142083,31,f,Grüne,3,False
142271,33,m,FDP,5,False
142287,30,m,FDP,5,False
142295,31,m,Grüne,2,False
142391,32,f,SP,2,True
142460, , ,EDU,6,False
142513,22,m,GLP,3,True
142534,24,m,SP,2,True
142636,27,f,GLP,2,True
142706,25,f,Keine,4,False
142754,45,m,Grüne,1,False
142810,57,f,Keine,4,False
142820,61,m,SVP,6,True
142996,51,f,GLP, ,True
143076,35,f,Keine,2,False
143175,27,m,SP,2,False
143313,32,m,FDP,5,False
143412,33,f,Grüne,1,True
143490,73,m,Keine,2,False
143556,30,m,Keine, ,False
143620,17,m,Keine,3,False
143648,50,m,GLP,3,False
143911, , ,Keine,2,False
143977,32,f,Keine,3,False
144078,34,m,Keine,4,False
144095,64,m,Keine,4,False
144358,30,f,FDP,6,True
144592,37,m,GLP,5,False
144867,37,m,SVP,6,True
144926,52,f,GLP, ,False
144937,42,m,Keine,5,False
145023,32,m,GLP, ,False
145031,30,m,FDP,5,False
145110,37,m,SP,3,False
145135,47,m,GLP,3,False
145161,38,f,Keine,3,False
145173,66,m,GLP,4,False
145337,38,m,Grüne,2,True
145435,43,f,GLP,3,False
145788,43,f,SP,3,False
145870,57,m,FDP,6,False
145911,46,f,Keine,4,False
146170, , ,SP,2,True
146435,29,f,SP,2,False
146527,28,m,SP,1,False
146695,18,m,Mitte,3,False
146776,43,m,Keine,4,False
146873,53,m,Mitte,5,False
146926,37,m,Keine,4,False
146940,32,f,FDP,5,False
147209,23,m,FDP,5,False
147232,56,m,SVP,7,True
147516,19,m,SP,1,False
147605,33,m,SP,3,False
147856,59,m,GLP,2,True
147910,31,m,Keine,4,False
147944,33,m,PdA,1,False
148182,19,m,SP,1,False
148578,31,m,SVP,5,True
148740,30,f,EDU, ,False
148863,72,x,Mitte,4,False
149095,37,m,Keine,2,False
149309,42,m,GLP,3,False
149421,27,m,SP,2,False
149451,51,m,FDP,5,False
149791,47,m,SP,3,True
150076,62,m,SP,3,False
150127,64,m,SP,1,False
150620,44,m,Keine,4,False
150639,32,m,FDP,5,True
150640,65,m,Grüne,6,True
150666,55,m,Keine,3,False
150691,35,m,Andere, ,False
150804,28,m,Grüne,2,False
150888,56,m,Keine,5,False
151020,74,m,SP,2,True
151161,20,m,SP,2,False
151545,52,m,Keine,5,False
151869,58,m,SVP,6,True
151874,18,m,Keine,4,False
152167,27,m,EVP,4,False
152199,64,m,FDP,5,False
152238,28,m,FDP,5,True
152464,33,m,Mitte,4,False
152514,29,m,FDP,6,False
152532,32,m,Keine,4,False
152651,41,m,Keine,4,False
152690,33,m,Keine,5,False
152734,46,f,Mitte,4,False
152963,37,m,Grüne,3,False
153058,24,m,SP,3,False
153075,32,m,FDP,4,False
153140,33,m,GLP,2,False
153355,30,m,FDP,5,False
153425,52,f,GLP,3,False
153606,56,m,FDP,5,True
153791,42,m,SVP,5,True
153874,43,m,FDP,5,True
153897,29,m,Keine,3,False
153961,32,f,Grüne,2,False
154092,32,m,SP,1,False
154241,39,m,GLP,4,False
154313,55,f,GLP,5,False
154416,37,m,Grüne,1,False
154495,35,m,Mitte,3,True
155215,28,m,Keine,3,False
155388,59,m,FDP,5,False
155419,57,f,GLP,3,False
155972,57,m,SVP,7,True
155973,52,m,GLP,3,False
156405,29,m,FDP,5,False
156435,21,m,Keine,6,False
156501,66,m,GLP,5,False
156655,53,m,Keine,4,False
156666,29,m,FDP,5,False
156722,42,m,SVP,6,True
157152,27,m,SP,3,False
157208,53,m,GLP,4,True
157237,26,f,GLP,4,False
157437,40,m,Keine,5,False
157449,26,m,Keine, ,False
157698,23,m,AL,2,False
157745,53,m,Keine,3,False
157750,51,m,Keine,3,False
157754,68,m,GLP,5,False
158035,46,f,GLP,3,False
158074,43,f,SP,2,False
158281,47,m,FDP,5,False
158395,47,m,GLP,3,False
158558, ,m,GLP, ,False
158703,29,m,GLP,3,False
158720,63,m,FDP,6,False
158753,33,m,Grüne,3,False
158840,26,m,SP,2,False
158891,35,m,FDP,6,False
158933,64,m,GLP,3,False
159045,30,m,Keine,3,False
159131,44,f,GLP,3,True
159147,28,f,Keine,5,False
159180,48,m,SP,3,False
159263,35,m,Keine,5,False
159538,29,f,Keine,3,False
159604,23,m,GLP,5,False
159636,28,f,EVP,4,True
159704, , ,FDP, ,False
159719,60,f,Grüne,3,True
159928,73,m,GLP,2,False
160195,41,m,Grüne,3,False
160252,43,m,Grüne,1,False
160448,34,m,FDP,5,True
160596, , ,GLP,3,False
160744,55,m,GLP,4,False
160777,32,m,SVP,6,True
160812,63,m,FDP,5,True
160838,69,f,SP,2,True
161225,68,f,Keine,4,False
161233,20,m,Keine, ,False
161351,58,f,EVP,5,False
161367,22,m,PdA,1,False
161733,31,f,Grüne,1,False
162290,37,m,Andere,5,False
162386,53,m,GLP,5,False
162426,62,f,SP,2,False
162450,41,m,Keine,6,False
162468,47,m,GLP,3,False
162562,38,f,SP,3,True
162580,30,m,FDP,5,True
162698,25,m,Keine,4,False
163144,23,m,FDP,5,False
163160,42,m,FDP,5,False
163222,51,m,Keine,5,False
163352,31,m,Keine,3,False
163553,24,m,Keine,3,False
163835,23,m,Keine,4,False
163840,64,m,Keine,4,False
163918,72,m,Mitte,3,True
163952,30,m,SP,3,False
164113,38,m,GLP,5,False
164382,56,m,GLP,4,False
164526,53,f,Mitte,4,False
164633, , ,Keine,2,False
164848,35,m,Keine,2,False
164934,35,m,GLP,4,False
164988,43,m,GLP,3,False
165141,67,m,GLP,4,False
165329,34,f,Grüne,2,False
165428, , ,Keine,3,False
165453,54,f,Keine,5,False
165524,40,f,SP,2,False
165530,35,f,SP,2,False
165643,28,f,GLP,3,False
165664, , ,Keine, ,False
165815,51,m,Grüne,2,False
165832,34,m,SP,1,False
166213,32,m,FDP,4,False
166382,67,m,SP,1,False
166698,40,f,SP,3,False
167239,31,f,GLP,3,False
167264,40,m,GLP, ,True
167449,48,m,GLP,3,True
167467,80,m,SVP,6,True
167500,60,m,Keine,3,False
167597,48,m,Andere,6,False
167603,36,m,GLP,3,False
167684,20,m,FDP,6,False
167704,36,m,Keine,1,False
167747,27,m,Keine,3,False
167809,32,m,GLP,2,False
168006,67,m,Mitte,4,True
168146,41,m,Keine,5,False
168241,59,m,Keine,3,False
168312,34,m,GLP,3,False
168384,54,m,FDP,6,False
168473,28,m,Mitte,5,True
168550,44,m,Keine,4,False
168574,42,m,SP,1,False
168667,31,m,SP,1,False
168774,26,f,Keine,5,False
168800,25,f,Andere,3,False
168843,50,f,SP,4,True
169089,45,m,Grüne,3,False
169160,25,m,SP,2,True
169414,34,m,SP,2,False
169564,29,f,Keine,4,False
169830,54,m,GLP,4,False
169921,40,m,FDP,6,True
169932,54,m,EDU,6,False
169971,49,m,GLP,3,False
170034,71,f,FDP,5,False
170103,54,m,Mitte, ,False
170400,50,m,Grüne,1,True
170404,58,f,Grüne,1,False
170685,20,m,FDP,6,True
170734,43,m,GLP,4,False
170851,37,m,Keine,6,False
170909,41,f,Grüne,2,True
170952,34,m,Keine,2,False
171105,61,f,Keine,4,False
171214,50,m,Grüne,3,False
171250,32,m,GLP,3,False
171404,46,m,FDP,5,True
171566,29,m,Keine,3,False
171582,28,m,FDP,6,False
171715,25,m,FDP,4,False
171778,44,none,Keine,2,False
171796,47,f,Grüne,1,False
171849,38,m,Keine,2,False
171861,38,m,SP,2,True
172014,49,m,SP,2,False
172160,48,m,GLP,4,False
172175,21,m,SP,2,True
172233,47,f,FDP, ,False
172307,80,m,SVP,6,True
172414,19,f,SP,2,False
172568,38,m,Keine,4,False
172774,48,f,Grüne,2,True
172826,27,m,Grüne,1,False
172881,77,m,SP,3,False
172903,49,f,SP,2,False
173109,43,m,GLP,3,False
173126,34,m,Keine,5,False
173658,31,m,Keine,2,False
173806,49,m,FDP,5,True
173950,24,m,Keine,2,False
173956,26,m,SP,1,False
174090,23,m,SVP,6,True
174138,35,f,GLP,3,False
174661,34,m,FDP,6,False
174664,74,m,Mitte,5,True
174773,24,m,Grüne,3,True
175076,42,m,Grüne,1,False
175335,34, ,GLP,3,False
175373,45,m,SVP,6,True
175529,40,m,SP,2,False
175845,76,m,GLP,2,False
176316,57,m,Keine,2,False
176341, ,f,Keine,3,False
176640,56,m,Keine,2,False
176740,58,f,Keine,4,False
176836,43,m,SP,2,False
176908,33,m,Keine,3,False
176941,34,m,SP,2,True
177028,35,m,GLP,3,False
177104, , ,SP,1,False
177271,60,m,Mitte,4,False
177413,30,f,GLP,3,False
177479,61,m,Mitte,4,False
177649,35,f,Keine,4,False
177741,37,m,SVP,6,True
177803,34,m,FDP,5,False
178055,24,m,Grüne,2,False
178063,22,m,SP,2,False
178228,44,f,Grüne,1,False
178388,32,f,Keine,3,False
178395,47,m,Grüne,3,True
178488,38,x,GLP,7,False
178540,21,x,AL,1,False
178587,40,f,SP,2,True
178644,55,m,Keine,5,False
178783,29,f,SP,2,False
178915,31,m,Keine,3,False
179140,36,m,Keine,2,False
179150,19,m,SVP,7,True
179173,33,m,GLP,2,False
179185,49,m,GLP,4,False
179216,38,m,FDP,5,False
179276,26,m,GLP,2,False
179288,43,m,GLP,4,False
179583,35,m,GLP,4,False
179584,73,m,GLP,3,False
179596,35,m,GLP,5,False
179672,26, ,Keine,3,False
179735,36,m,SVP,6,True
179747,29,f,GLP,4,False
179830,32,m,Grüne,2,True
179833,57,m,FDP,5,True
180401,34,m,GLP,3,False
180450,30,m,SP,2,False
180591,31,f,FDP,5,False
180637,22,m,SP,2,False
180753,39,m,GLP,3,False
180953,28,m,SP,2,False
180954, , ,Grüne,1,False
181403,44,m,SVP,6,True
181416,65,f,Keine,2,False
181691,44,m,SP,2,False
181815,58,f,Grüne,3,False
181854,36,m,SVP,5,True
182339,26,f,EVP,2,False
182405,18,m,SVP,7,True
182534,20,f,GLP,3,False
182609,44,f,Keine,3,False
182674,17,m,Keine,5,False
183025,56,m,GLP,3,False
183027,47,m,FDP,5,False
183112,27,m,Grüne,2,False
183137,74,m,Mitte,5,False
183217,70,f,SP,3,False
183468,39,m,Keine,5,False
183516,45,m,GLP,4,True
183533,58,m,SVP,6,True
183831, , ,Grüne,1,True
183836,35,m,GLP,3,False
183926,34,m,Keine, ,False
183989,18,m,Mitte,4,False
184162,33,m,FDP,6,False
184213, , ,SP,1,False
184318,29,m,Keine,4,False
184365,56, ,AL,2,False
184377,63,m,Keine,5,False
184650, , ,FDP, ,False
184883,60,m,FDP,6,False
184950,31,m,Keine,3,False
185026,35,m,FDP,5,False
185092,30,m,Mitte,5,True
185421,19,m,SVP,5,True
185543,38,m,SVP,6,True
185567,69,m,Mitte,4,False
185582,78,m,SP,2,False
185663,58,m,SVP,5,True
185755,56,m,SP,2,True
185919,48,m,FDP,3,False
186088,37,m,GLP,3,False
186175,35,m,SP,2,False
186749,50,m,PdA,1,False
186855,38,f,GLP,3,False
186888,57,f,SVP,4,True
187006,35,m,SP,2,True
187169,30,m,SP,3,False
187321,69,m,FDP,6,False
187911,30,m,SP,2,True
188210,26,m,Keine,4,False
188247,36,f,FDP,5,False
188313,35,m,Keine,4,False
188507,41,f,SP,2,False
188534,32,m,SP,3,False
188563,25,f,SP,3,False
189040,33,m,FDP,5,False
189050,30,m,Mitte,5,False
189505,30,f,SP,2,False
189844,31,m,SP,4,False
189864,58,none,Keine,5,False
189934,47,m,SP,2,False
189991,24,m,GLP,3,False
190198,46,m,FDP,4,True
190222,27,m,GLP,2,True
190243,18,f,FDP,5,False
190321,45,m,GLP,3,False
190361,69,m,SP,3,False
190585,36,m,Keine,2,False
190621,26,m,Keine,3,False
190816,48,m,SP,3,False
190831,55,m,Mitte,6,False
190890,40,m,GLP,4,True
190970,32,f,SP,1,False
190972,37,m,SP,2,False
190991,33,m,GLP,2,True
191041,56,m,SP,2,False
191163,42,f,FDP,5,False
191410, , ,Keine,6,False
191439,39,m,Andere,5,False
191494,18,m,SP,1,False
191569,29,m,Keine,2,False
191708,43,m,FDP,5,False
191764,43,f,Keine,4,False
192314,22,x,Andere,1,False
192373,23,m,SP,1,False
192380,48,m,Keine,5,False
192673,48,m,Keine,5,False
192743,46,m,Andere, ,False
192825,30,m,SP,2,True
192964,26,m,SP,2,False
193076,18,m,SVP,7,True
193098,24,m,GLP, ,False
193326,35,f,GLP,3,False
193368,26,m,PdA,1,False
193478,37,m,Grüne,2,True
193527,49,m,Keine,4,False
193574,52,m,SVP,6,True
193619,51,m,GLP,4,True
193645,46,m,GLP, ,False
193649,55,m,SP,3,True
193675,57,m,SVP,6,True
193751,31,f,Grüne,2,True
193890,39,f,Grüne,2,False
193926,29,m,SVP,5,True
194092,42,f,Mitte,5,True
194227,26,m,FDP,6,False
194285,27,m,SP,1,False
194423,55,m,SP,7,False
194431,34,m,Keine,5,False
194469,21,m,AL,2,False
194710,33,m,FDP,5,False
194736, , ,GLP,3,False
194949,48,m,Grüne,2,False
194987,35,m,SVP,6,True
194995,55,f,FDP,4,False
195128,43,m,FDP,6,True
195202,39,m,Keine,4,False
195532,53,m,FDP,5,False
195692,39,m,Keine,5,False
196023,27,f,FDP,5,False
196040,21,x,AL,1,False
196193,52,m,FDP,5,False
196289,31,m,SP,2,True
196321,51,m,GLP,4,False
196377,56,m,GLP,3,False
196553,22,m,SP,2,False
196676,40,m,Grüne,2,False
196876,42,m,FDP,6,False
197082,18,f,GLP,5,False
197092,50,m,GLP,4,False
197133,31,f,GLP,2,False
197184,59,m,FDP,5,False
197277,50,m,FDP,5,False
197351,39,m,FDP,4,False
197388,16,m,Keine,3,False
197490,54,m,SVP,6,True
197559,59,f,EVP,3,True
197612,59,m,GLP,4,False
197692,42,m,SP,3,False
197938,49,f,GLP,3,False
197968,57,m,FDP,5,False
198208,33,m,Grüne,2,False
198253,62,f,FDP,4,True
198307,44,none,GLP,3,True
198609,26,m,SP,3,False
198628, , ,GLP,5,False
199269,49,f,Keine,5,False
199303,30,m,Keine,5,False
199324,43,m,FDP,5,False
199415,58, ,GLP, ,False
199545,34,f,SP,1,False
199630,43,f,Grüne,3,False
199887,40,none,Keine,2,False
200471, ,m,Keine,6,False
200983,47,m,Keine,2,False
201019,52,m,Andere,2,False
201466,29,m,FDP,5,False
201685,14,m,Keine,5,False
201784,54,m,GLP,3,False
201921,34,m,Keine,5,False
201945,21,m,FDP,6,False
201951,30,m,GLP,3,True
202014,55,m,GLP,3,False
202318,44,m,Grüne,3,False
202351,42,m,SP,2,False
202380,60,m,Keine,4,False
202666,37, ,GLP,3,False
202757,42,m,Keine, ,False
202766,38,m,Grüne,3,False
202959,31,m,Keine,3,False
202985,29,x,Lega,7,False
203049,42,m,Keine,4,False
203077,47,m,FDP,5,False
203379,31,f,SP,1,False
203714,29,m,Mitte,5,False
203972,48,f,GLP,2,False
204017,66,f,Grüne,2,False
204069,32,f,SP,2,True
204074,40,m,Mitte,4,False
204210, , ,Keine,4,False
204315,28,m,SVP,6,True
204374,58,m,Keine,4,False
204413,42,m,Mitte,3,False
204414,57,m,FDP,5,False
204655,34,m,GLP,5,False
204710,34,m,AL,1,False
204718,22,f,Keine,3,False
204766,33,f,GLP,4,False
204855, , ,EVP,5,False
205259,30,m,GLP,3,False
205396,28,f,Grüne,2,False
205952, , ,FDP,6,False
206380,28,f,Grüne,1,True
206638,29,f,SP,1,True
206694,35,m,FDP,6,True
206869,65,f,SP,4,True
206872, , ,GLP,2,True
207217,56,m,Grüne,1,False
207242,45,m,FDP,5,False
207319,38,m,Grüne,3,False
207331,26,m,Grüne,1,False
207500,42,m,Andere,3,False
207530,50,m,Keine,3,False
207542,54,m,Keine,3,False
207551,29,m,Keine, ,False
208035,35,m,SVP,5,True
208224,82,m,FDP,6,True
208298,48,m,Keine,5,False
208367,23,f,GLP,2,False
208456,58,m,GLP,5,False
208944,39,m,FDP, ,False
209066,57,m,GLP,5,False
209278,59,m,SP,2,False
209431,35,f,AL,1,False
209555,29,f,SP,3,False
209563,59, ,Keine,4,False
209974,27,m,Keine,3,False
209990,42,f,Grüne,3,True
210080,57,m,SP,2,True
210620,79,m,FDP,6,False
210639,44,m,GLP,3,False
210707,47,m,SP,3,False
211064,57,m,GLP,4,False
211904,74,m,GLP,4,False
212031,39,f,Keine,3,False
212173,32,f,FDP,4,False
212233,43,m,FDP,5,False
212758,30,f,Keine,4,False
213307,36,m,GLP,3,False
213389,33,m,GLP,3,False
213510,31,m,Keine,4,False
213519,45,m,GLP,5,False
213635,41,m,SP,3,True
213672,23,f,SP,2,False
213739,34,m,GLP,3,False
213808,63,f,GLP,3,False
213959,39,m,FDP,5,False
214286,24,f,Keine,3,False
214356,32,m,Keine,3,False
214362,48,f,Keine,3,False
214762,51,m,Grüne,2,False
214971,63,m,SP,2,False
215500,32,m,SVP,7,True
215647,45,m,SVP,5,True
215737,66,m,FDP,6,False
215869,47,m,Grüne,2,False
215979,56,m,SVP,6,True
215996,32,m,SP,2,False
216024,27,m,GLP,3,True
216230,40,m,Grüne,5,False
216291,23,m,Keine,3,False
216337,36,m,Keine,3,False
216382,37,m,EVP,3,True
216473,69,f,Keine,4,False
216514,36,f,Keine, ,False
216626,16,m,SVP,7,True
216699,24,m,Keine,1,False
216781,50,m,Grüne,2,False
216901,51,m,FDP,4,False
216987,40,m,Mitte,5,False
217079,58,f,Grüne,2,False
217111,34,m,Mitte,5,False
217218,58,f,GLP,4,False
217303,37,m,Grüne,1,True
217474,53,m,GLP,4,False
217527,26,m,GLP,4,False
217843,33,f,Keine,3,False
217879,59,m,SP,2,False
218030,52,m,Keine,4,False
218238,52,m,Keine,4,False
218341, , ,Keine,5,False
218390,59,m,EDU,4,True
218539,30,m,Keine,4,False
218750,40,f,FDP,3,False
218963,52,m,SP,2,False
218970,52,f,Grüne,2,True
219066,46,m,FDP,6,False
219154,36,m,Keine,5,False
219415,26,f,SP,1,False
219494,37,m,GLP,3,False
219582,34,m,Keine,3,False
219739,31,f,AL,1,False
219839,50,m,SP,2,False
219845,38,m,EVP,7,True
220216,50,m,SVP,7,True
220220,37,f,GLP,3,True
220256,32,m,SP,3,False
220465,34,f,SP,3,False
220757,26,m,GLP,3,False
221047,26,m,GLP,2,False
221049,63,m,SP,2,False
221234,48,m,Grüne,2,False
221246,53,m,GLP,3,False
221301,24,m,Keine,1,False
221341,33,m,GLP,3,False
221360,50,m,SVP,6,True
221432,32,m,Grüne,2,False
221435,67,f,Mitte,5,False
221444,40,f,GLP,4,False
221664,52,m,FDP,5,False
221889,53,m,SVP,6,True
222151,30,f,Keine,3,False
222255,52,f,SP,2,False
222457,27,m,GLP, ,False
222554,40,m,GLP,6,True
222607,34,f,Keine,1,False
223069,57,m,Keine,3,False
223196,46,m,AL,1,False
223323, ,m,FDP,5,False
223361,31,m,EVP,4,True
223363,36,m,FDP,4,True
223702,32,m,FDP,6,False
223759,67,m,EVP,3,False
223811,60,m,GLP,5,False
223853,47,m,FDP,6,False
223944,60,m,Mitte, ,True
224010,61,f,Grüne,3,False
224021,51,f,FDP,5,True
224116,36,m,SVP,7,True
224205,26,m,SVP,5,True
224283,45,m,GLP,4,False
224393,47,m,Keine,3,False
224571,33,f,SP,2,True
224760,79,f,SP,2,False
224775,54,m,SVP,7,True
225036,38,m,Grüne,2,False
225044,22,f,SP,1,True
225159,29,f,SP,1,False
225685,43,m,GLP,2,False
225757,29,m,Keine,6,False
225894,19,m,SVP,7,True
225983,42,f,Grüne,3,False
226015,28,m,SVP,5,True
226252, , ,GLP,4,True
226259,38,f,SP,2,False
226291,37,m,SP,2,False
226323,48,f,SP,2,False
226324,34,f,GLP,5,False
226363,62,f,Grüne,3,False
226603,17,m,SVP,6,True
226622,38,m,FDP,5,False
226649,44,m,Keine,4,False
226832,24,m,SP,2,True
227183,65,m,AL,2,False
227221,53,m,Mitte,4,False
227323,38,m,SP,2,False
227550,20,m,Grüne,2,False
227565,39,f,Keine,4,False
227612,64,m,Keine,6,False
228123,54,m,Keine,5,False
228348,17,m,SP,1,False
228371,27,f,GLP,3,False
228611,38,f,Grüne,2,True
228677, , ,Keine,5,False
228735,49,m,Grüne,1,True
228743,47,m,Mitte,5,False
228889,29,f,SP,2,False
228953,38,m,SP,2,False
229047,42,m,FDP,4,False
229115,41,m,Keine,5,False
229179,44,m,Mitte,4,False
229330,38,f,GLP,3,False
229473, , ,EDU,5,True
229656,35,f,GLP,3,False
229733,53,f,FDP,5,False
229816,38,m,SP,1,True
229866,30,m,Keine,2,False
229964,29,m,Grüne,2,False
230112,28,f,GLP,3,False
230119,42,m,FDP,5,False
230236,59,m,SVP,6,True
230381,37,m,Keine,3,False
230489,64,m,FDP,5,False
230571,28,m,SP,1,False
230611,67,m,GLP,5,False
230634,21,f,SP,2,False
230700,29,m,Keine,6,False
230886,50,m,GLP,4,False
231087,44,f,Mitte,5,True
231169,25, ,AL,2,False
231222,62,f,Mitte,2,False
231368,63,m,GLP,3,False
231393,41,f,GLP,3,False
231494, , ,Grüne,2,False
231684,32,f,SP,2,False
231743,45,f,SP,2,False
231839,58,f,GLP,6,False
231873,58,m,FDP,5,False
232001,47,m,GLP,3,False
232015,33,m,Grüne,3,True
232559,35,m,Keine,6,False
232590,47,m,Keine,5,False
232655,25,f,Keine,5,False
232982,58,f,SP,3,False
232996,50,m,Keine, ,False
233052,40,m,GLP,3,False
233143,49,m,Grüne,2,False
233448,28,f,Grüne,1,True
233496,40,m,FDP,6,False
233778,35,none,Keine,2,False
233811,52,m,SVP,5,True
234539,35,m,Keine,5,False
234808,23,m,GLP,3,False
235088,71,m,SP,3,False
235141,36,m,Grüne,2,False
235245,25,m,Mitte,4,False
235397,28,f,Keine,6,False
235573,45,m,Keine,2,False
235782,32,m,GLP,3,False
235938,45,m,FDP,5,False
236221,23,f,Keine,3,False
236497,19,f,GLP,4,False
236499,50,m,Mitte,4,False
236643,25,f,Keine,3,False
236699,44,m,GLP,3,True
236718,35,m,Grüne,2,False
236744,31,f,Keine,2,False
236787,27,f,SP,2,False
236811,56,m,FDP,5,False
236815,33,m,FDP,5,False
236819,35,m,EVP,2,False
236973,35,m,Keine,3,False
237024,45,m,SP,2,False
237054,46,f,SP,2,False
237276,51,f,Keine,5,False
237298,42,f,Mitte,4,False
237335,30,m,GLP,4,True
237434,36,m,Keine, ,False
237724,39,f,Grüne,2,True
237785, ,m,EVP,2,False
237848,33,m,Andere,6,False
237954,48,m,GLP,3,False
237990,28,f,SP,2,False
238284,35,m,GLP,4,False
238427,38,m,Grüne,2,False
238459,27,f,Grüne,2,False
238614,83,m,FDP,5,False
238711,22,m,FDP,6,False
238838,23,x,SVP, ,True
238915,54,m,Grüne,2,False
239069,25,m,Keine,5,False
239262,32,m,Keine,5,False
239455,43,f,EVP,4,False
239486,43,m,GLP,6,False
239538,30,f,Grüne,5,True
239564,49,m,SVP,5,True
239665,63,m,FDP,5,False
239788,79,f,Keine,7,False
239802,53,m,GLP,3,False
239869,28,f,SP,2,False
239912,37,m,GLP,3,False
239951,64,m,GLP,3,False
240006, , ,SP,2,False
240082,50,f,Keine,3,False
240109,51,f,FDP,5,False
240128,23,m,SP,1,False
240264,60,m,Grüne,2,True
240341,31,f,GLP,5,False
240416,56,m,Grüne,1,True
240468,27,m,SVP,6,True
240615,63,m,SVP,7,True
240680,25,f,Mitte,3,True
240763,69,m,Grüne,2,False
240980,20,x,SP,2,False
241083,55,f,SP,2,True
241133,27,m,Keine,5,False
241265,54,f,FDP,5,False
241534,31,f,Keine,3,False
242392,28,m,Andere,5,False
242612,39,m,Keine,3,False
242816, , ,Grüne,1,False
243082,45,m,GLP,5,False
243250,37, ,Keine,3,False
