,EDU,EVP,FDP,GLP,Grüne,Mitte,SP,SVP,Übrige
32277,0.1544550537741114,0.2982326780347508,0.22470051753533005,0.1601926836857188,0.17483083844697445,0.258811934725993,0.15548611337943305,0.2570756301259846,0.33275804848443385
32278,0.24599971257271538,0.23168165839539306,0.17287227321075962,0.14359478278930207,0.2355170214114414,0.22225094011934884,0.22022296355299578,0.22135515404620956,0.3001908429779166
32279,0.2368686717925519,0.2020042167872072,0.2623689015635578,0.1932709144460931,0.17154682750874187,0.22143471573656495,0.12098535927396831,0.2186238919002533,0.3148455352056958
32280,0.25519689368300413,0.19770196826585845,0.2112091552107626,0.14998580944227932,0.12594852475527807,0.20553454857267942,0.11225553255038373,0.24352194563404514,0.3734640884003111
32281,0.2171614397380228,0.16030701901649863,0.1781270439499753,0.1327774791187433,0.15738407615129751,0.18582777905985856,0.11858177036597486,0.19346058797989685,0.38322950551347684
32282,0.16476184220402684,0.16647663312974026,0.13946572147645708,0.1415360898862268,0.13585064358201382,0.16643353371345615,0.14421783474482394,0.2135356744825781,0.3174574314443131
32283,0.18118576883486967,0.16752641736233423,0.224911111180197,0.194372253049189,0.2095684110712273,0.17878330548357899,0.2577301308398589,0.15813163963523766,0.28318329042163837
32284,0.18836081858974274,0.16982170338237526,0.21001655647257078,0.16986102901444633,0.11728097140979969,0.1709393159683667,0.12011603013968371,0.19311195771375608,0.33602672667358024
32285,0.21511683459286152,0.1797679143751831,0.20934664549475068,0.1755409595592212,0.1564871109531577,0.18526276085619486,0.19950186722152657,0.20136829783921564,0.29582799824468037
32286,0.15590239111558093,0.1456976093193839,0.1794672325877703,0.12611303566252732,0.20990398920621942,0.14570306161445074,0.19524827924277258,0.15315270230922517,0.28939241658899906
32287,0.23327921450311837,0.22205292951526526,0.20588415825613085,0.21464885605786196,0.22146515453184648,0.19489931308781544,0.21660606372758814,0.16108696930584973,0.34237698046633736
32288,0.24784424075771394,0.18243009253663878,0.20297398842917574,0.15867040867663795,0.17424166914492434,0.15847446245733587,0.1683579198175265,0.18009680934638328,0.3610247635137094
