,User,RMSE,CRA,ModelVersion,TimeStamp,Queries
0,21163,0.32685543943775375,0.25,0,2024-09-30 12:15:58.564058,"['32220', '32224', '32226', '32228', '32229', '32232', '32233', '32240', '32270', '32283']"
1,87007,0.4183408672885154,0.05555555555555555,0,2024-09-30 12:15:58.655294,"['32220', '32224', '32226', '32228', '32229', '32233', '32240', '32267', '32281', '32288']"
2,938230,0.529567395361111,0.0,0,2024-09-30 12:15:58.747601,"['32224', '32226', '32228', '32229', '32233', '32240', '32267', '32270', '32281', '32288']"
3,580157,0.3991886864489986,0.0,0,2024-09-30 12:15:58.841072,"['32224', '32226', '32228', '32229', '32233', '32240', '32267', '32270', '32281', '32283']"
4,232559,0.5055282595635248,0.027777777777777776,0,2024-09-30 12:15:58.933321,"['32224', '32226', '32228', '32229', '32233', '32240', '32267', '32270', '32281', '32283']"
5,769229,0.3126109334674305,0.2777777777777778,5,2024-09-30 12:15:59.101279,"['32216', '32222', '32233', '32238', '32247', '32251', '32252', '32262', '32269', '32277']"
6,284830,0.3989171787909013,0.0,5,2024-09-30 12:15:59.191844,"['32216', '32222', '32226', '32233', '32238', '32247', '32251', '32252', '32262', '32277']"
7,799551,0.40903643438584864,0.0,5,2024-09-30 12:15:59.281705,"['32216', '32222', '32233', '32236', '32239', '32247', '32251', '32252', '32270', '32281']"
8,1131346,0.3876226245394024,0.027777777777777776,5,2024-09-30 12:15:59.373010,"['32216', '32222', '32226', '32233', '32236', '32247', '32251', '32252', '32270', '32281']"
9,119328,0.3501564148020445,0.2777777777777778,5,2024-09-30 12:15:59.464231,"['32216', '32222', '32226', '32233', '32238', '32247', '32251', '32252', '32262', '32277']"
10,139273,0.48439403434104517,0.08333333333333333,10,2024-09-30 12:15:59.633469,"['32219', '32223', '32224', '32226', '32233', '32240', '32259', '32275', '32277', '32287']"
11,575273,0.39121567870104434,0.0,10,2024-09-30 12:15:59.724752,"['32223', '32224', '32226', '32233', '32240', '32245', '32259', '32260', '32275', '32287']"
12,531397,0.38260136731617916,0.19444444444444445,10,2024-09-30 12:15:59.814103,"['32219', '32223', '32224', '32226', '32233', '32240', '32259', '32260', '32275', '32287']"
13,170851,0.47584162003997543,0.0,10,2024-09-30 12:15:59.903301,"['32219', '32224', '32226', '32239', '32259', '32262', '32270', '32275', '32277', '32287']"
14,529616,0.37484944964380273,0.1111111111111111,10,2024-09-30 12:15:59.992365,"['32219', '32223', '32224', '32226', '32239', '32240', '32259', '32275', '32277', '32287']"
15,1381175,0.4571667340869193,0.0,15,2024-09-30 12:16:00.163549,"['32220', '32223', '32232', '32238', '32240', '32247', '32261', '32281', '32286', '32288']"
16,546717,0.336117815083642,0.027777777777777776,15,2024-09-30 12:16:00.252321,"['32220', '32234', '32236', '32238', '32240', '32244', '32247', '32261', '32262', '32286']"
17,23509,0.3143733940218954,0.3333333333333333,15,2024-09-30 12:16:00.342526,"['32220', '32232', '32234', '32238', '32240', '32247', '32261', '32281', '32286', '32288']"
18,796873,0.3104465532018425,0.08333333333333333,15,2024-09-30 12:16:00.433757,"['32220', '32234', '32236', '32238', '32240', '32244', '32247', '32261', '32262', '32286']"
19,816511,0.3243634131093917,0.3888888888888889,15,2024-09-30 12:16:00.524145,"['32220', '32234', '32236', '32238', '32240', '32244', '32247', '32261', '32281', '32286']"
20,418752,0.4847652072320415,0.0,20,2024-09-30 12:16:00.695522,"['32216', '32226', '32238', '32243', '32254', '32261', '32269', '32275', '32282', '32283']"
21,345380,0.3883978114637632,0.1111111111111111,20,2024-09-30 12:16:00.786231,"['32216', '32226', '32228', '32238', '32243', '32247', '32254', '32261', '32275', '32282']"
22,1254709,0.3917587828858557,0.0,20,2024-09-30 12:16:00.876319,"['32216', '32226', '32238', '32243', '32247', '32254', '32261', '32269', '32275', '32282']"
