,User,RMSE,CRA,ModelVersion,TimeStamp,Queries,Neighbors,Predictions
0,623441,0.262,0.528,0,2025-02-22 18:51:59.556972,"['32214', '32216', '32220', '32221', '32223', '32224', '32226', '32228', '32229', '32232', '32233', '32234', '32236', '32238', '32240', '32245', '32246', '32247', '32248', '32251', '32261', '32262', '32265', '32270', '32273', '32274', '32275', '32277', '32283', '32286']","[3376, 1164, 3063, 3255, 295, 3113, 3310, 214, 5157, 1103, 5402, 4371, 1117, 4396, 3474, 2044, 5256, 1787, 3029, 1750, 3675, 5027, 5459, 5609, 1196, 4725, 3424, 5276, 2177, 2601, 2367, 5065, 3932, 1293, 535, 182]","[0.0, 0.84, 1.0, 0.19, 0.92, 0.85, 0.75, 0.75, 0.16, 0.25, 1.0, 0.91, 0.25, 0.96, 0.25, 0.25, 0.17, 0.87, 1.0, 1.0, 0.75, 0.98, 0.25, 0.91, 1.0, 0.87, 1.0, 0.72, 0.74, 0.3, 0.92, 0.25, 1.0, 0.0, 0.75, 0.14, 0.99, 0.75, 0.32, 0.89, 0.89, 0.89, 0.91, 0.93, 0.77, 0.74, 0.84, 0.0, 0.25, 0.77, 0.17, 1.0, 0.0, 0.72, 0.13, 0.77, 0.25, 0.97, 0.14, 0.0, 0.17, 0.33, 0.83, 0.0, 0.7, 0.15, 0.9, 0.82, 0.85, 0.25, 0.87, 0.23, 0.5, 0.28, 0.79]"
1,1085799,0.276,0.417,0,2025-02-22 18:51:59.843500,"['32216', '32220', '32221', '32223', '32224', '32226', '32228', '32229', '32232', '32233', '32234', '32236', '32238', '32240', '32245', '32246', '32247', '32248', '32251', '32259', '32261', '32262', '32270', '32273', '32274', '32275', '32277', '32278', '32283', '32286']","[734, 2072, 216, 1268, 835, 1164, 5692, 1942, 1750, 4807, 3255, 3310, 4725, 1871, 5522, 206, 68, 391, 5256, 3273, 4459, 5402, 1117, 2980, 182, 2246, 3593, 806, 535, 4396, 3376, 5313, 2420, 5801, 4696, 5609]","[0.31, 0.82, 0.75, 0.15, 0.9, 0.82, 0.25, 0.25, 0.19, 0.0, 0.75, 0.9, 0.25, 0.95, 0.75, 0.75, 0.22, 0.79, 0.75, 0.75, 0.25, 0.96, 0.25, 0.88, 0.75, 0.84, 0.75, 0.7, 0.73, 0.3, 0.9, 0.25, 0.75, 0.25, 0.25, 0.17, 0.98, 0.75, 0.3, 0.87, 0.87, 0.87, 0.9, 0.91, 0.74, 0.75, 0.83, 0.0, 0.75, 0.8, 0.24, 0.33, 0.0, 0.7, 0.17, 0.71, 0.0, 0.96, 0.19, 0.0, 1.0, 0.0, 0.78, 1.0, 0.67, 0.19, 0.87, 0.79, 0.82, 0.5, 0.85, 0.26, 0.25, 0.31, 0.75]"
2,245210,0.331,0.472,0,2025-02-22 18:52:00.119366,"['32214', '32215', '32216', '32217', '32220', '32226', '32230', '32231', '32232', '32233', '32239', '32240', '32241', '32243', '32244', '32248', '32249', '32251', '32259', '32260', '32264', '32265', '32276', '32277', '32280', '32281', '32283', '32285', '32286', '32287']","[4226, 3326, 5918, 930, 4003, 339, 3052, 823, 2948, 2316, 539, 2379, 4846, 2505, 4723, 1359, 4953, 3703, 5195, 1822, 1077, 4033, 2840, 1553, 1176, 4319, 3094, 3285, 4808, 2586, 124, 5072, 637, 3382, 3720, 3500]","[1.0, 0.75, 1.0, 0.75, 0.63, 0.43, 1.0, 0.31, 0.44, 0.81, 0.34, 0.81, 1.0, 0.79, 0.38, 0.66, 1.0, 0.75, 0.75, 0.75, 0.38, 0.96, 0.79, 0.95, 0.21, 0.25, 0.25, 0.25, 0.94, 1.0, 1.0, 0.79, 0.36, 0.81, 0.75, 1.0, 0.91, 0.75, 0.35, 0.76, 0.6, 0.58, 0.67, 0.77, 0.89, 0.75, 0.25, 0.68, 0.37, 0.86, 0.75, 0.75, 0.0, 0.38, 0.29, 0.66, 0.77, 0.78, 0.31, 0.63, 0.61, 0.86, 0.17, 0.17, 0.79, 0.34, 0.17, 0.5, 0.7, 0.5, 0.6, 0.5, 0.5, 0.5, 0.43]"
3,522456,0.446,0.5,0,2025-02-22 18:52:00.407531,"['32215', '32218', '32219', '32222', '32229', '32230', '32241', '32243', '32244', '32251', '32254', '32255', '32256', '32257', '32259', '32260', '32265', '32268', '32269', '32271', '32272', '32277', '32279', '32280', '32281', '32282', '32283', '32284', '32285', '32287']","[3020, 2011, 5562, 5114, 3383, 4099, 5915, 2762, 3054, 1788, 5326, 4156, 5385, 4927, 1904, 2338, 2839, 4643, 4554, 905, 4122, 3011, 5733, 1007, 3025, 2334, 4991, 3898, 308, 3974, 1596, 1585, 174, 1569, 846, 2273]","[0.69, 0.0, 0.31, 0.35, 0.0, 0.0, 0.37, 0.14, 0.75, 0.93, 0.2, 0.7, 0.66, 0.61, 0.19, 0.75, 1.0, 0.21, 0.22, 0.29, 0.08, 0.78, 0.85, 0.85, 0.05, 0.34, 0.15, 0.25, 0.93, 1.0, 0.0, 0.88, 0.13, 0.76, 0.33, 0.71, 0.86, 0.0, 0.29, 0.67, 0.75, 0.0, 0.0, 0.75, 0.82, 1.0, 0.75, 0.72, 0.06, 0.92, 0.72, 0.25, 0.0, 0.31, 0.75, 0.0, 0.73, 0.75, 0.75, 0.75, 0.73, 0.84, 0.26, 0.67, 0.67, 0.83, 0.17, 0.25, 0.75, 0.25, 0.5, 1.0, 0.65, 0.75, 0.24]"
4,770320,0.34,0.611,0,2025-02-22 18:52:00.702140,"['32214', '32216', '32219', '32220', '32226', '32230', '32231', '32232', '32233', '32234', '32240', '32241', '32243', '32246', '32248', '32249', '32251', '32261', '32262', '32264', '32265', '32267', '32270', '32274', '32276', '32277', '32283', '32286', '32287', '32288']","[5195, 5908, 2189, 4673, 2112, 4600, 3500, 1612, 3151, 5238, 3645, 2664, 4412, 145, 2281, 3367, 4757, 835, 2568, 5598, 863, 59, 5593, 637, 4808, 4003, 2843, 4033, 1359, 1077, 1728, 2761, 5003, 4539, 4953, 2968]","[0.25, 0.64, 0.25, 0.44, 0.77, 0.0, 0.25, 0.43, 0.33, 0.72, 0.45, 0.85, 0.75, 0.88, 0.47, 0.67, 0.75, 0.75, 1.0, 1.0, 0.75, 0.97, 0.67, 0.94, 0.36, 0.66, 0.25, 0.75, 0.89, 1.0, 0.73, 0.65, 0.25, 0.72, 0.75, 0.0, 0.95, 0.25, 0.34, 0.81, 0.73, 0.71, 0.78, 0.84, 0.86, 0.67, 0.67, 0.25, 1.0, 0.83, 0.0, 0.75, 0.0, 0.75, 0.22, 0.7, 1.0, 0.88, 0.24, 0.61, 0.5, 0.76, 0.5, 0.17, 0.76, 0.26, 0.68, 0.63, 0.77, 0.0, 0.71, 0.38, 0.5, 0.0, 0.25]"
5,407432,0.389,0.417,5,2025-02-22 18:52:01.054160,"['32214', '32216', '32219', '32220', '32221', '32222', '32224', '32226', '32230', '32232', '32233', '32240', '32241', '32243', '32245', '32251', '32261', '32262', '32264', '32265', '32266', '32267', '32269', '32274', '32276', '32277', '32283', '32285', '32287', '32288']","[4825, 4033, 3596, 3052, 4120, 3285, 1932, 4412, 795, 4226, 3500, 1359, 3367, 3694, 4062, 3094, 4520, 4611, 5003, 5899, 3729, 4003, 3248, 2281, 2664, 3798, 2948, 3720, 2112, 814, 5242, 4975, 5675, 1433, 2899, 5918]","[0.25, 0.61, 1.0, 0.36, 0.65, 0.25, 0.25, 1.0, 1.0, 0.74, 0.75, 0.82, 0.0, 0.83, 0.36, 0.64, 0.25, 0.66, 0.75, 1.0, 0.34, 0.95, 0.62, 0.92, 0.32, 0.64, 0.0, 1.0, 0.89, 1.0, 0.71, 0.75, 0.35, 0.65, 0.37, 0.38, 0.94, 0.0, 0.3, 0.84, 0.73, 0.68, 0.77, 0.85, 0.88, 0.64, 0.69, 0.0, 0.0, 0.87, 1.0, 0.75, 1.0, 0.75, 0.28, 1.0, 0.66, 0.82, 0.29, 0.59, 1.0, 0.69, 0.67, 0.0, 0.74, 0.27, 0.68, 0.58, 0.68, 0.25, 0.72, 0.5, 0.65, 0.5, 0.5]"
6,476018,0.313,0.389,5,2025-02-22 18:52:01.296795,"['32216', '32220', '32221', '32224', '32226', '32229', '32230', '32231', '32232', '32236', '32238', '32240', '32245', '32246', '32247', '32251', '32259', '32261', '32262', '32264', '32266', '32267', '32269', '32270', '32274', '32275', '32276', '32277', '32283', '32287']","[539, 2612, 216, 117, 734, 2753, 2840, 42, 835, 5855, 1786, 1268, 3951, 506, 2172, 4033, 1942, 1273, 2761, 5522, 4723, 5045, 4520, 3052, 5541, 5692, 5535, 1021, 3094, 2943, 3124, 5812, 5195, 5658, 5046, 5742]","[0.34, 0.72, 1.0, 0.18, 0.78, 0.66, 0.0, 0.25, 0.33, 0.67, 0.0, 0.84, 0.25, 0.89, 0.38, 0.75, 0.0, 1.0, 1.0, 0.39, 0.39, 0.94, 0.75, 0.84, 1.0, 0.77, 1.0, 0.67, 0.79, 0.39, 0.82, 0.75, 0.0, 0.25, 0.37, 0.26, 0.97, 0.75, 0.26, 0.87, 0.82, 0.78, 0.85, 0.9, 0.81, 0.75, 0.78, 1.0, 0.0, 0.86, 1.0, 0.37, 0.0, 1.0, 0.29, 0.75, 0.0, 0.89, 0.3, 0.61, 0.83, 0.0, 1.0, 0.83, 0.66, 0.26, 0.8, 0.68, 0.75, 0.25, 0.77, 0.37, 0.62, 0.75, 0.69]"
7,1397745,0.36,0.361,5,2025-02-22 18:52:01.548611,"['32214', '32216', '32217', '32220', '32221', '32222', '32223', '32224', '32226', '32228', '32236', '32238', '32240', '32243', '32245', '32246', '32248', '32251', '32261', '32262', '32265', '32266', '32267', '32270', '32273', '32274', '32276', '32283', '32286', '32287']","[1098, 981, 5065, 1932, 795, 5460, 5594, 2281, 5121, 4757, 49, 5692, 3706, 1919, 3749, 4520, 2494, 4412, 2189, 4710, 1176, 3248, 5204, 5238, 5216, 3151, 4547, 114, 5017, 3500, 2112, 3493, 3529, 1666, 111, 863]","[0.75, 0.72, 1.0, 0.75, 0.82, 0.7, 1.0, 1.0, 0.25, 0.0, 1.0, 0.87, 1.0, 0.91, 0.75, 0.74, 0.27, 0.89, 0.77, 0.73, 0.67, 0.99, 0.25, 0.96, 1.0, 0.76, 0.25, 0.65, 0.9, 0.75, 0.84, 0.75, 0.75, 0.67, 0.75, 0.21, 0.95, 0.75, 0.35, 0.9, 0.83, 0.78, 0.85, 0.93, 0.91, 0.76, 0.77, 0.0, 1.0, 0.79, 0.24, 1.0, 1.0, 0.25, 0.14, 0.74, 0.75, 0.91, 0.13, 0.0, 0.83, 0.68, 0.67, 0.27, 0.82, 0.16, 0.83, 0.69, 0.77, 0.0, 0.81, 0.38, 0.5, 0.5, 0.71]"
8,659591,0.188,0.417,5,2025-02-22 18:52:01.823208,"['32214', '32216', '32220', '32221', '32222', '32223', '32226', '32228', '32233', '32234', '32236', '32243', '32245', '32247', '32248', '32252', '32261', '32262', '32265', '32266', '32267', '32270', '32273', '32274', '32275', '32277', '32283', '32285', '32286', '32287']","[3029, 342, 4725, 1754, 1750, 5609, 3255, 2367, 2695, 5245, 1845, 67, 3450, 939, 756, 3786, 1164, 2044, 5301, 1856, 3295, 5276, 2668, 5790, 4396, 214, 5256, 535, 1117, 2754, 3084, 5027, 1196, 4651, 5778, 2019]","[0.75, 0.84, 1.0, 0.26, 0.92, 0.84, 0.75, 0.75, 0.0, 0.0, 0.74, 0.9, 0.25, 0.96, 1.0, 0.73, 0.15, 0.93, 0.76, 1.0, 1.0, 0.99, 0.0, 0.92, 0.81, 0.88, 0.79, 0.79, 0.78, 0.75, 0.93, 0.0, 0.75, 0.0, 0.75, 0.1, 0.98, 0.78, 0.0, 0.93, 0.91, 0.88, 0.92, 0.97, 0.85, 0.78, 0.87, 0.0, 1.0, 0.76, 0.2, 0.75, 1.0, 1.0, 0.12, 0.77, 0.25, 0.96, 0.11, 0.0, 0.0, 0.0, 0.79, 0.0, 0.77, 0.13, 0.93, 0.81, 0.86, 0.25, 0.87, 0.0, 0.25, 0.25, 0.84]"
9,1175119,0.461,0.389,5,2025-02-22 18:52:02.064055,"['32214', '32215', '32216', '32217', '32218', '32219', '32220', '32222', '32226', '32230', '32231', '32232', '32239', '32241', '32243', '32249', '32251', '32255', '32264', '32267', '32269', '32273', '32276', '32277', '32280', '32281', '32283', '32285', '32287', '32288']","[2316, 3585, 4226, 4808, 930, 2968, 1822, 3052, 4953, 4368, 5908, 3469, 5242, 3900, 2505, 1868, 4003, 5829, 4673, 4033, 2656, 5647, 4539, 795, 3285, 4611, 1553, 1176, 5195, 5918, 1077, 5682, 2189, 4319, 4120, 124]","[1.0, 0.0, 0.75, 1.0, 0.25, 0.0, 1.0, 0.41, 1.0, 0.78, 0.37, 0.8, 0.75, 0.77, 0.35, 0.67, 1.0, 1.0, 1.0, 0.6, 0.33, 0.97, 0.72, 0.97, 0.25, 0.25, 0.26, 0.25, 0.95, 1.0, 0.6, 0.73, 0.3, 0.79, 0.39, 0.0, 0.87, 1.0, 0.35, 0.82, 0.63, 0.75, 0.68, 0.8, 0.93, 0.67, 0.6, 0.61, 0.41, 0.87, 0.75, 0.64, 0.63, 0.75, 0.25, 0.75, 0.79, 0.74, 0.27, 0.0, 0.6, 0.82, 0.17, 0.0, 0.8, 0.27, 1.0, 0.25, 0.61, 0.0, 0.67, 0.5, 0.66, 0.75, 0.0]"
