,User,RMSE,CRA,ModelVersion,TimeStamp,Queries,Neighbors,Predictions
0,333019,0.324,0.444,0,2025-02-23 20:35:38.835384,"['32216', '32220', '32221', '32224', '32226', '32228', '32229', '32230', '32232', '32236', '32238', '32240', '32241', '32245', '32246', '32247', '32251', '32259', '32261', '32262', '32264', '32267', '32269', '32270', '32274', '32276', '32277', '32283', '32285', '32287']","[2620, 2756, 4539, 5264, 2761, 391, 3248, 3406, 3263, 4412, 5460, 2189, 4747, 4987, 2281, 5483, 3474, 211, 2664, 4184, 3052, 4757, 506, 3367, 1098, 5899, 4454, 981, 1273, 5541, 2838, 4322, 3592, 4627, 3951, 5065]","[0.39, 0.73, 1.0, 0.21, 0.81, 0.63, 0.25, 0.75, 0.36, 0.7, 0.75, 0.85, 0.75, 0.9, 0.25, 0.75, 0.0, 0.68, 0.0, 0.38, 0.36, 0.94, 0.25, 0.88, 0.0, 0.73, 0.0, 0.75, 0.8, 0.38, 0.81, 0.25, 1.0, 0.0, 0.36, 0.29, 0.97, 0.75, 0.31, 0.89, 0.77, 0.8, 0.84, 0.87, 0.81, 1.0, 0.81, 0.0, 0.0, 0.86, 0.0, 0.39, 0.71, 0.0, 0.25, 1.0, 1.0, 0.9, 0.26, 0.67, 1.0, 0.65, 0.33, 0.17, 0.69, 0.26, 0.75, 0.65, 0.76, 0.75, 0.74, 0.0, 0.61, 0.25, 0.66]"
1,1548797,0.441,0.444,0,2025-02-23 20:35:39.150706,"['32215', '32218', '32219', '32220', '32222', '32226', '32231', '32239', '32241', '32243', '32244', '32251', '32254', '32259', '32264', '32265', '32267', '32268', '32269', '32272', '32276', '32277', '32279', '32280', '32281', '32282', '32284', '32285', '32287', '32288']","[4226, 1072, 930, 557, 3052, 4554, 2338, 4003, 5884, 3998, 3020, 2547, 3383, 2762, 2740, 5385, 5716, 2263, 1769, 4723, 3308, 4319, 2821, 5682, 2839, 277, 5760, 3885, 2011, 174, 2586, 3054, 4033, 2482, 4122, 5180]","[0.67, 0.0, 0.35, 0.35, 0.0, 0.0, 0.75, 0.17, 0.75, 0.87, 0.26, 0.74, 1.0, 0.66, 0.19, 0.57, 0.72, 0.0, 0.2, 0.24, 0.11, 0.83, 0.79, 0.9, 0.09, 1.0, 0.2, 0.75, 0.92, 0.75, 0.0, 0.83, 0.16, 0.66, 0.34, 0.64, 0.9, 0.75, 0.29, 0.79, 1.0, 0.57, 0.6, 0.65, 0.88, 1.0, 0.6, 0.68, 0.11, 0.91, 1.0, 0.75, 0.89, 0.25, 1.0, 0.75, 0.77, 0.64, 0.25, 0.76, 0.65, 0.85, 0.0, 0.83, 0.64, 1.0, 0.33, 0.25, 0.75, 0.57, 0.5, 0.5, 0.72, 1.0, 0.5]"
2,1200168,0.397,0.222,0,2025-02-23 20:35:39.465630,"['32216', '32220', '32221', '32224', '32226', '32228', '32229', '32230', '32231', '32236', '32240', '32241', '32245', '32246', '32247', '32251', '32259', '32261', '32264', '32267', '32269', '32270', '32274', '32275', '32276', '32277', '32278', '32283', '32285', '32287']","[539, 216, 117, 835, 3703, 3052, 3263, 4299, 1786, 5541, 2840, 2761, 5614, 5216, 3656, 3561, 1232, 391, 4003, 4442, 506, 4539, 734, 5658, 3474, 4033, 668, 2753, 3406, 990, 211, 1553, 4520, 2620, 5905, 4701]","[0.29, 0.76, 0.0, 0.11, 0.79, 0.65, 0.0, 0.0, 0.31, 0.73, 0.25, 0.85, 0.75, 0.89, 1.0, 0.0, 0.0, 0.0, 0.25, 0.28, 0.27, 0.89, 0.0, 0.77, 0.35, 0.74, 1.0, 0.75, 0.74, 0.32, 0.83, 1.0, 0.75, 0.25, 0.3, 0.26, 0.98, 1.0, 0.27, 0.89, 0.77, 0.82, 0.85, 0.86, 0.75, 0.0, 0.83, 0.25, 0.31, 0.89, 0.25, 0.32, 0.71, 1.0, 0.29, 0.0, 0.0, 0.91, 0.32, 0.72, 0.0, 0.83, 0.83, 0.17, 0.83, 0.3, 0.75, 0.66, 0.74, 0.25, 0.74, 0.75, 0.64, 0.75, 0.67]"
3,1613055,0.401,0.389,0,2025-02-23 20:35:39.776910,"['32214', '32215', '32218', '32219', '32220', '32222', '32226', '32230', '32231', '32239', '32241', '32243', '32247', '32249', '32251', '32259', '32264', '32265', '32267', '32268', '32269', '32272', '32276', '32277', '32280', '32281', '32283', '32285', '32287', '32288']","[557, 882, 2586, 3703, 4226, 5237, 1072, 5385, 4003, 930, 3052, 5760, 4033, 5716, 838, 2338, 2879, 2744, 5682, 823, 3982, 2612, 506, 2096, 277, 3383, 2840, 1020, 1761, 2740, 5888, 5782, 2839, 3326, 3819, 4554]","[0.0, 0.0, 0.36, 0.31, 0.25, 0.0, 0.75, 0.2, 0.75, 0.85, 0.3, 0.76, 0.75, 0.71, 0.22, 0.57, 0.75, 0.75, 0.22, 0.25, 0.14, 0.85, 0.75, 0.89, 0.12, 0.25, 0.25, 0.75, 0.9, 0.25, 0.56, 0.79, 0.2, 0.75, 0.33, 1.0, 0.92, 0.25, 0.29, 0.81, 0.58, 0.62, 0.66, 0.7, 0.87, 1.0, 0.65, 0.64, 0.14, 0.91, 0.75, 0.75, 0.87, 1.0, 0.0, 0.25, 0.73, 0.71, 0.25, 0.75, 0.62, 0.82, 0.33, 0.67, 0.64, 0.42, 0.17, 0.25, 0.59, 0.75, 0.58, 0.75, 0.71, 0.75, 0.25]"
4,1102725,0.298,0.528,0,2025-02-23 20:35:40.087132,"['32214', '32216', '32221', '32223', '32224', '32226', '32228', '32233', '32234', '32236', '32238', '32240', '32243', '32245', '32246', '32247', '32248', '32252', '32261', '32262', '32265', '32266', '32270', '32273', '32274', '32275', '32276', '32283', '32285', '32286']","[4396, 3310, 295, 1164, 3376, 1316, 2367, 5065, 5692, 4184, 5256, 342, 3263, 1293, 3255, 598, 5812, 1098, 3084, 5290, 3113, 49, 3406, 2320, 5216, 1787, 2761, 4725, 3474, 3450, 214, 1196, 2498, 3029, 2177, 4547]","[0.0, 0.82, 1.0, 0.25, 0.92, 0.78, 0.66, 1.0, 0.29, 0.25, 0.75, 0.9, 0.75, 0.95, 1.0, 0.69, 0.19, 0.88, 0.66, 1.0, 0.75, 0.98, 0.25, 0.93, 0.75, 0.83, 1.0, 0.69, 0.77, 0.25, 0.89, 0.25, 0.75, 0.0, 0.75, 0.17, 0.98, 0.71, 0.0, 0.92, 0.86, 0.86, 0.91, 0.94, 0.82, 0.71, 0.87, 0.25, 0.25, 0.8, 0.22, 0.75, 0.75, 0.65, 0.14, 0.71, 0.75, 0.96, 0.13, 0.0, 1.0, 0.83, 0.83, 0.31, 0.77, 0.16, 0.87, 0.75, 0.85, 0.5, 0.83, 0.25, 0.5, 0.31, 0.77]"
5,665949,0.309,0.583,5,2025-02-23 20:35:40.475368,"['32216', '32220', '32221', '32224', '32226', '32228', '32229', '32232', '32233', '32234', '32236', '32238', '32240', '32241', '32245', '32246', '32247', '32251', '32261', '32262', '32264', '32267', '32270', '32274', '32275', '32277', '32283', '32285', '32286', '32287']","[835, 506, 117, 2612, 539, 2753, 216, 2840, 391, 734, 2664, 5195, 1273, 5541, 5216, 346, 3593, 3951, 5692, 5535, 889, 3052, 2505, 5906, 1706, 3474, 5522, 1268, 637, 2620, 3310, 3255, 4701, 5483, 823, 2420]","[0.34, 0.74, 0.75, 0.19, 0.78, 0.72, 0.25, 0.25, 0.32, 0.63, 0.75, 0.83, 0.25, 0.92, 0.25, 0.25, 0.35, 0.7, 0.75, 0.75, 0.0, 0.94, 0.75, 0.86, 0.25, 0.77, 0.75, 0.75, 0.82, 0.35, 0.81, 0.0, 0.75, 0.25, 0.35, 0.24, 0.97, 0.75, 0.27, 0.88, 0.79, 0.79, 0.81, 0.89, 0.83, 0.65, 0.75, 0.75, 0.25, 0.87, 0.0, 0.36, 0.01, 0.75, 0.32, 0.67, 0.25, 0.92, 0.3, 0.67, 0.83, 0.67, 0.64, 0.33, 0.66, 0.29, 0.77, 0.68, 0.78, 0.5, 0.71, 0.25, 0.5, 0.0, 0.72]"
6,863756,0.443,0.25,5,2025-02-23 20:35:40.739688,"['32216', '32220', '32221', '32223', '32224', '32226', '32228', '32229', '32232', '32233', '32234', '32236', '32238', '32240', '32245', '32246', '32247', '32248', '32251', '32261', '32262', '32265', '32267', '32270', '32273', '32274', '32275', '32277', '32283', '32286']","[5692, 3255, 1164, 3932, 5402, 3474, 5256, 3376, 4547, 4396, 1893, 3675, 3593, 342, 2320, 5460, 3608, 5459, 214, 3249, 981, 4257, 4184, 5065, 1871, 5609, 598, 5216, 5340, 3310, 1098, 5801, 3450, 4504, 4696, 3063]","[0.32, 0.8, 0.25, 0.21, 0.85, 0.79, 1.0, 0.75, 0.28, 0.0, 0.75, 0.86, 0.0, 0.95, 0.0, 1.0, 0.26, 0.83, 1.0, 1.0, 0.0, 0.97, 0.0, 0.89, 0.75, 0.81, 1.0, 0.65, 0.81, 0.32, 0.86, 0.25, 0.75, 0.0, 1.0, 0.17, 0.98, 0.75, 0.29, 0.9, 0.84, 0.82, 0.85, 0.93, 0.85, 0.71, 0.79, 0.0, 0.0, 0.84, 0.3, 1.0, 0.01, 0.75, 0.22, 0.74, 0.25, 0.94, 0.21, 0.0, 1.0, 0.33, 0.72, 0.33, 0.7, 0.24, 0.84, 0.73, 0.83, 0.5, 0.77, 0.33, 0.5, 0.34, 0.79]"
7,964510,0.292,0.361,5,2025-02-23 20:35:40.994024,"['32216', '32220', '32221', '32223', '32224', '32226', '32228', '32229', '32231', '32232', '32233', '32234', '32236', '32241', '32245', '32246', '32247', '32248', '32251', '32261', '32264', '32265', '32267', '32270', '32273', '32274', '32275', '32277', '32283', '32286']","[1942, 3675, 4396, 1871, 2072, 4257, 3310, 1164, 4459, 5460, 734, 4520, 206, 981, 5801, 5459, 5065, 3255, 342, 5256, 1117, 3474, 5402, 1316, 1268, 2640, 3124, 835, 4184, 5744, 1098, 2843, 295, 3593, 2668, 1694]","[0.31, 0.82, 0.75, 0.23, 0.88, 0.82, 0.25, 0.75, 0.27, 0.25, 1.0, 0.87, 0.25, 0.96, 0.75, 0.75, 0.22, 1.0, 0.75, 0.25, 0.75, 0.98, 0.25, 0.9, 0.68, 0.83, 0.7, 1.0, 0.8, 0.31, 0.87, 0.25, 0.75, 0.75, 0.25, 0.15, 0.98, 0.75, 0.3, 0.91, 0.86, 0.84, 0.87, 0.94, 0.86, 0.74, 0.81, 0.0, 0.73, 0.81, 0.75, 1.0, 0.01, 0.75, 0.18, 0.77, 0.25, 0.95, 0.17, 0.0, 0.67, 0.33, 0.75, 0.17, 0.72, 0.21, 0.86, 0.75, 0.85, 0.25, 0.8, 0.31, 0.5, 0.31, 0.82]"
8,626265,0.396,0.194,5,2025-02-23 20:35:41.265810,"['32216', '32220', '32221', '32224', '32226', '32228', '32229', '32231', '32232', '32233', '32234', '32236', '32238', '32240', '32241', '32245', '32246', '32247', '32251', '32261', '32262', '32264', '32267', '32270', '32274', '32275', '32277', '32283', '32285', '32287']","[2612, 539, 1251, 4033, 117, 3052, 3951, 2847, 2753, 5216, 835, 3285, 4520, 4825, 3729, 216, 2840, 4065, 346, 506, 185, 3749, 1268, 4701, 5460, 3481, 2620, 3596, 5045, 2505, 5065, 734, 2664, 3474, 4226, 5256]","[0.38, 0.71, 1.0, 0.22, 0.75, 0.69, 0.25, 1.0, 0.36, 0.65, 0.75, 0.83, 0.0, 0.91, 0.0, 0.75, 0.37, 0.75, 1.0, 1.0, 0.0, 0.94, 0.25, 0.87, 0.0, 0.74, 1.0, 1.0, 0.84, 0.39, 0.78, 1.0, 1.0, 0.25, 0.36, 0.28, 0.96, 1.0, 0.27, 0.87, 0.77, 0.77, 0.79, 0.88, 0.84, 0.64, 0.73, 1.0, 0.0, 0.87, 1.0, 0.38, 0.01, 0.75, 0.33, 0.66, 0.75, 0.9, 0.31, 0.67, 0.67, 0.17, 0.61, 0.33, 0.67, 0.31, 0.74, 0.66, 0.76, 0.25, 0.69, 0.5, 0.6, 0.5, 0.69]"
9,1070975,0.338,0.361,5,2025-02-23 20:35:41.531128,"['32214', '32216', '32220', '32221', '32223', '32224', '32226', '32228', '32229', '32232', '32233', '32236', '32238', '32240', '32241', '32243', '32245', '32246', '32247', '32248', '32261', '32265', '32267', '32270', '32273', '32274', '32275', '32277', '32283', '32286']","[3310, 5594, 4396, 5459, 5065, 981, 3255, 1164, 5402, 2281, 4184, 3450, 598, 342, 5692, 950, 295, 2664, 1871, 5216, 214, 3474, 756, 5460, 3376, 5256, 1538, 4725, 3249, 3188, 2601, 1694, 2843, 535, 216, 5801]","[0.0, 0.81, 1.0, 0.28, 0.88, 0.81, 1.0, 0.25, 0.29, 0.25, 1.0, 0.87, 0.75, 0.96, 0.25, 0.25, 0.21, 0.89, 1.0, 1.0, 0.68, 0.98, 0.0, 0.92, 0.75, 0.82, 1.0, 0.75, 0.83, 1.0, 0.87, 0.0, 0.75, 0.25, 1.0, 0.16, 0.98, 0.68, 0.32, 0.91, 0.85, 0.83, 0.87, 0.94, 0.88, 0.76, 0.8, 0.0, 0.75, 0.8, 0.24, 1.0, 0.01, 1.0, 0.16, 0.78, 0.0, 0.95, 0.16, 0.0, 0.83, 0.83, 0.75, 0.0, 0.74, 0.2, 0.86, 0.74, 0.86, 0.0, 0.79, 0.31, 0.75, 0.31, 0.81]"
