,User,RMSE,CRA,ModelVersion,TimeStamp,Queries
0,1482578,0.4687714412598504,0.1388888888888889,0,2024-09-27 11:19:12.040474,"['32216', '32217', '32220', '32221', '32226', '32232', '32243', '32264', '32273', '32279']"
1,768287,0.5314524490972334,0.027777777777777776,0,2024-09-27 11:19:12.877587,"['32216', '32217', '32220', '32221', '32229', '32232', '32241', '32273', '32279', '32283']"
2,659993,0.4217799844405077,0.1111111111111111,0,2024-09-27 11:19:13.675331,"['32216', '32217', '32220', '32243', '32264', '32269', '32273', '32275', '32279', '32283']"
3,1497802,0.46895944139208773,0.027777777777777776,0,2024-09-27 11:19:14.497619,"['32217', '32229', '32230', '32243', '32263', '32264', '32269', '32273', '32275', '32283']"
4,1090491,0.4643049999171096,0.08333333333333333,0,2024-09-27 11:19:15.298441,"['32216', '32217', '32220', '32230', '32243', '32264', '32269', '32273', '32275', '32276']"
5,728041,0.4700524942919895,0.05555555555555555,5,2024-09-27 11:19:16.215194,"['32222', '32224', '32227', '32239', '32245', '32251', '32256', '32260', '32267', '32268']"
6,997301,0.372241691407985,0.19444444444444445,5,2024-09-27 11:19:17.048001,"['32222', '32224', '32239', '32245', '32250', '32251', '32266', '32267', '32276', '32287']"
7,490479,0.49400765761118054,0.0,5,2024-09-27 11:19:17.912363,"['32222', '32223', '32235', '32239', '32250', '32251', '32266', '32267', '32276', '32287']"
8,141512,0.45951466154167014,0.0,5,2024-09-27 11:19:18.950126,"['32222', '32223', '32235', '32239', '32251', '32255', '32256', '32266', '32267', '32287']"
9,1226616,0.4352918281599234,0.027777777777777776,5,2024-09-27 11:19:19.863063,"['32222', '32223', '32224', '32239', '32250', '32251', '32260', '32266', '32267', '32287']"
10,600893,0.4332809898133463,0.05555555555555555,10,2024-09-27 11:19:20.641345,"['32218', '32219', '32228', '32233', '32252', '32257', '32258', '32270', '32276', '32281']"
11,1121224,0.4476952393279643,0.027777777777777776,10,2024-09-27 11:19:21.401929,"['32219', '32224', '32228', '32246', '32252', '32257', '32258', '32276', '32277', '32281']"
12,553761,0.3319726347062526,0.25,10,2024-09-27 11:19:22.145366,"['32219', '32224', '32228', '32233', '32252', '32257', '32258', '32276', '32281', '32286']"
13,1098669,0.46862909999498187,0.05555555555555555,10,2024-09-27 11:19:22.932219,"['32218', '32219', '32228', '32233', '32246', '32252', '32257', '32262', '32276', '32281']"
14,278075,0.4403742098747278,0.05555555555555555,10,2024-09-27 11:19:24.039427,"['32217', '32219', '32228', '32246', '32252', '32257', '32258', '32270', '32276', '32281']"
15,27342,0.5263865665744817,0.0,15,2024-09-27 11:19:25.094801,"['32232', '32236', '32238', '32242', '32253', '32256', '32260', '32263', '32270', '32272']"
16,989094,0.40657458863091855,0.19444444444444445,15,2024-09-27 11:19:26.090192,"['32232', '32234', '32236', '32238', '32243', '32253', '32256', '32260', '32263', '32270']"
17,1273428,0.5040314838262011,0.0,15,2024-09-27 11:19:27.024210,"['32219', '32232', '32234', '32236', '32238', '32243', '32253', '32256', '32260', '32263']"
18,261113,0.4366970856468094,0.05555555555555555,15,2024-09-27 11:19:27.839732,"['32215', '32219', '32232', '32234', '32238', '32243', '32253', '32256', '32260', '32263']"
19,1441899,0.5039780308548999,0.0,15,2024-09-27 11:19:28.581161,"['32219', '32232', '32234', '32236', '32238', '32243', '32253', '32256', '32260', '32263']"
20,627411,0.5143936133977426,0.0,20,2024-09-27 11:19:29.469182,"['32215', '32216', '32226', '32234', '32243', '32245', '32263', '32270', '32279', '32287']"
21,98366,0.35200960899038913,0.1388888888888889,20,2024-09-27 11:19:30.876410,"['32216', '32226', '32234', '32243', '32245', '32248', '32263', '32270', '32279', '32287']"
22,494354,0.42838360882013915,0.027777777777777776,20,2024-09-27 11:19:31.664455,"['32216', '32226', '32229', '32234', '32243', '32245', '32248', '32263', '32270', '32287']"
23,170103,0.4113725224157702,0.1388888888888889,20,2024-09-27 11:19:32.395481,"['32215', '32216', '32226', '32229', '32234', '32245', '32270', '32279', '32282', '32287']"
24,1594954,0.38384169795806006,0.08333333333333333,20,2024-09-27 11:19:33.170973,"['32215', '32216', '32226', '32234', '32243', '32248', '32263', '32270', '32279', '32282']"
25,738329,0.4058290989393154,0.05555555555555555,25,2024-09-27 11:19:34.665439,"['32217', '32218', '32221', '32225', '32227', '32237', '32256', '32261', '32275', '32282']"
26,1426753,0.47511773080162206,0.027777777777777776,25,2024-09-27 11:19:35.534778,"['32217', '32218', '32221', '32229', '32237', '32250', '32261', '32275', '32282', '32288']"
27,1518733,0.4940317357731955,0.08333333333333333,25,2024-09-27 11:19:36.345250,"['32217', '32218', '32221', '32225', '32229', '32237', '32250', '32261', '32275', '32282']"
28,51490,0.46937955375057216,0.0,25,2024-09-27 11:19:37.176595,"['32217', '32218', '32221', '32225', '32227', '32237', '32256', '32270', '32275', '32282']"
29,256481,0.4642589370378966,0.0,25,2024-09-27 11:19:38.047972,"['32217', '32218', '32221', '32225', '32229', '32237', '32256', '32261', '32275', '32288']"
